,index,TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,dt
245,29,9:55 AM,71.6,66.2,83,30.02,8,WSW,3.5,-,,,Mostly Cloudy,250,04-06-2016 14:00
246,30,10:00 AM,73.4,66.2,78,30.02,7,West,3.5,-,,,Mostly Cloudy,260,04-06-2016 14:35
247,31,10:35 AM,75.2,66.2,73,30.02,7,Calm,Calm,-,0.01,,Scattered Clouds,0,04-06-2016 14:55
248,32,10:55 AM,75.2,66.2,73,30.01,6,Calm,Calm,-,0.01,,Partly Cloudy,0,04-06-2016 15:00
249,33,11:00 AM,77,66.2,69,30.02,10,SW,3.5,-,,,Partly Cloudy,230,04-06-2016 15:35
250,34,11:35 AM,77,66.2,69,30.01,8,SSW,3.5,-,,,Scattered Clouds,210,04-06-2016 15:55
251,35,11:55 AM,78.8,66.2,65,30.01,8,Calm,Calm,-,,,Scattered Clouds,0,04-06-2016 16:00
252,36,12:00 PM,77,66.2,69,30,10,South,3.5,-,,,Mostly Cloudy,190,04-06-2016 16:35
253,37,12:35 PM,78.8,66.2,65,29.99,10,Calm,Calm,-,,,Partly Cloudy,0,04-06-2016 16:55
254,38,12:55 PM,78.8,66.2,65,29.99,10,SW,4.6,-,,,Clear,220,04-06-2016 17:00
255,39,1:00 PM,78.8,66.2,65,29.98,9,South,4.6,-,,,Clear,190,04-06-2016 17:35
256,40,1:35 PM,80.6,64.4,58,29.97,10,Calm,Calm,-,,,Clear,0,04-06-2016 17:55
257,41,1:55 PM,80.6,66.2,61,29.97,9,SW,4.6,-,,,Clear,230,04-06-2016 18:00
258,42,2:00 PM,82.4,66.2,58,29.96,10,West,3.5,-,,,Clear,260,04-06-2016 18:35
259,43,2:35 PM,80.6,66.2,61,29.96,10,WSW,3.5,-,,,Clear,250,04-06-2016 18:55
260,44,2:55 PM,80.6,66.2,61,29.96,9,SW,6.9,-,,,Clear,230,04-06-2016 19:00
261,45,3:00 PM,82.4,66.2,58,29.95,9,WSW,4.6,-,,,Clear,250,04-06-2016 19:35
262,46,3:35 PM,82.4,66.2,58,29.94,10,WSW,5.8,-,,,Clear,250,04-06-2016 19:55
263,47,3:55 PM,82.4,64.4,54,29.93,8,SSW,6.9,-,,,Clear,200,04-06-2016 20:00
264,48,4:00 PM,82.4,64.4,54,29.93,10,South,10.4,-,,,Partly Cloudy,170,04-06-2016 20:35
265,49,4:35 PM,82.4,64.4,54,29.93,10,South,8.1,19.6,,,Clear,190,04-06-2016 20:55
266,50,4:55 PM,80.6,64.4,58,29.92,9,SSW,8.1,-,,,Scattered Clouds,200,04-06-2016 21:00
267,51,5:00 PM,80.6,64.4,58,29.92,10,South,9.2,-,,,Scattered Clouds,170,04-06-2016 21:35
268,52,5:35 PM,78.8,66.2,65,29.92,10,South,3.5,-,,,Partly Cloudy,170,04-06-2016 21:55
269,53,5:55 PM,77,66.2,69,29.92,9,South,9.2,-,,,Partly Cloudy,180,04-06-2016 22:00
270,54,6:00 PM,75.2,64.4,69,29.92,10,South,11.5,17.3,,,Partly Cloudy,180,04-06-2016 22:35
271,55,6:35 PM,75.2,64.4,69,29.92,10,South,9.2,-,,,Mostly Cloudy,180,04-06-2016 22:55
272,56,6:55 PM,73.4,64.4,73,29.93,9,South,6.9,-,,,Overcast,170,04-06-2016 23:00
273,57,7:00 PM,71.6,66.2,83,29.93,9,SSE,6.9,-,0.02,,Overcast,150,04-06-2016 23:35
274,58,7:35 PM,71.6,66.2,83,29.94,10,Calm,Calm,-,0.02,,Mostly Cloudy,0,04-06-2016 23:55
275,59,7:55 PM,71.6,64.4,78,29.94,10,ESE,4.6,-,0.02,,Overcast,120,05-06-2016 00:00
276,60,8:00 PM,71.6,64.4,78,29.94,10,NE,3.5,-,,,Overcast,50,05-06-2016 00:35
277,61,8:35 PM,71.6,64.4,78,29.95,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 00:55
278,62,8:55 PM,71.6,64.4,78,29.94,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 01:00
279,63,9:00 PM,71.6,64.4,78,29.94,10,ESE,4.6,-,,,Overcast,120,05-06-2016 01:35
280,64,9:35 PM,71.6,64.4,78,29.95,10,Calm,Calm,-,,,Overcast,0,05-06-2016 01:55
281,65,9:55 PM,69.8,64.4,83,29.95,10,Calm,Calm,-,,,Overcast,0,05-06-2016 02:00
282,66,10:00 PM,69.8,64.4,83,29.95,10,NE,6.9,-,,,Overcast,40,05-06-2016 02:35
283,67,10:35 PM,69.8,64.4,83,29.95,10,NE,6.9,-,,,Overcast,40,05-06-2016 02:55
284,68,10:55 PM,69.8,64.4,83,29.94,10,NE,6.9,-,,,Overcast,50,05-06-2016 03:00
285,69,11:00 PM,69.8,64.4,83,29.94,10,NE,4.6,-,,,Mostly Cloudy,40,05-06-2016 03:35
286,70,11:35 PM,69.8,64.4,83,29.94,10,NNE,5.8,-,,,Mostly Cloudy,30,05-06-2016 03:55
287,71,11:55 PM,69.8,64.4,83,29.93,10,NNE,5.8,-,,,Overcast,30,05-06-2016 04:00
288,0,12:00 AM,68,64.4,88,29.93,10,NNE,5.8,-,,,Overcast,30,05-06-2016 04:35
289,1,12:35 AM,68,64.4,88,29.92,10,NNE,5.8,-,,,Overcast,30,05-06-2016 04:55
290,2,12:55 AM,69.8,64.4,83,29.92,10,NNE,4.6,-,,,Overcast,30,05-06-2016 05:00
291,3,1:00 AM,69.8,64.4,83,29.91,10,NNE,4.6,-,,,Mostly Cloudy,30,05-06-2016 05:35
292,4,1:35 AM,69.8,64.4,83,29.91,10,NE,3.5,-,,,Overcast,40,05-06-2016 05:55
293,5,1:55 AM,69.8,62.6,78,29.91,10,Calm,Calm,-,,,Overcast,0,05-06-2016 06:00
294,6,2:00 AM,69.8,62.6,78,29.91,10,Calm,Calm,-,,,Overcast,0,05-06-2016 06:35
295,7,2:35 AM,69.8,60.8,73,29.9,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 06:55
296,8,2:55 AM,69.8,59,68,29.9,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 07:00
297,9,3:00 AM,69.8,59,68,29.9,10,Calm,Calm,-,,,Overcast,0,05-06-2016 07:35
298,10,3:35 AM,69.8,57.2,64,29.89,10,Calm,Calm,-,,,Overcast,0,05-06-2016 07:55
299,11,3:55 AM,69.8,57.2,64,29.89,10,Calm,Calm,-,,,Overcast,0,05-06-2016 08:00
300,12,4:00 AM,69.8,57.2,64,29.89,10,Calm,Calm,-,,,Overcast,0,05-06-2016 08:35
301,13,4:35 AM,68,60.8,78,29.89,10,Calm,Calm,-,,,Overcast,0,05-06-2016 08:55
302,14,4:55 AM,68,60.8,78,29.88,10,SE,3.5,-,,,Mostly Cloudy,140,05-06-2016 09:00
303,15,5:00 AM,68,60.8,78,29.87,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 09:35
304,16,5:35 AM,68,60.8,78,29.86,10,ESE,4.6,-,,,Mostly Cloudy,110,05-06-2016 09:55
305,17,5:55 AM,68,60.8,78,29.86,10,East,3.5,-,,,Mostly Cloudy,80,05-06-2016 10:00
306,18,6:00 AM,66.2,62.6,88,29.87,10,SSE,4.6,-,,,Partly Cloudy,150,05-06-2016 10:35
307,19,6:35 AM,66.2,62.6,88,29.86,10,SE,4.6,-,,,Partly Cloudy,140,05-06-2016 10:55
308,20,6:55 AM,66.2,62.6,88,29.87,10,SE,4.6,-,,,Scattered Clouds,130,05-06-2016 11:00
309,21,7:00 AM,66.2,62.6,88,29.87,10,SE,6.9,-,,,Mostly Cloudy,140,05-06-2016 11:35
310,22,7:35 AM,66.2,64.4,94,29.87,10,SE,3.5,-,,,Overcast,130,05-06-2016 11:55
311,23,7:55 AM,68,64.4,88,29.86,10,ESE,6.9,-,,,Overcast,120,05-06-2016 12:00
312,24,8:00 AM,66.2,64.4,94,29.86,10,ESE,5.8,-,,,Overcast,120,05-06-2016 12:35
313,25,8:35 AM,66.2,64.4,94,29.87,10,SE,4.6,-,0.01,,Overcast,130,05-06-2016 12:55
314,26,8:55 AM,66.2,64.4,94,29.85,10,ESE,6.9,-,0.01,,Overcast,120,05-06-2016 13:00
315,27,9:00 AM,66.2,64.4,94,29.85,10,SE,4.6,-,,,Overcast,140,05-06-2016 13:35
316,28,9:35 AM,66.2,64.4,94,29.83,10,SE,6.9,-,,,Overcast,130,05-06-2016 13:55
317,29,9:55 AM,66.2,64.4,94,29.83,10,ESE,4.6,-,,,Overcast,120,05-06-2016 14:00
318,30,10:00 AM,68,64.4,88,29.82,10,East,4.6,-,,,Overcast,90,05-06-2016 14:35
319,31,10:35 AM,68,64.4,88,29.82,10,East,5.8,-,,,Overcast,80,05-06-2016 14:55
320,32,10:55 AM,68,64.4,88,29.81,10,East,6.9,-,,,Overcast,90,05-06-2016 15:00
321,33,11:00 AM,68,64.4,88,29.8,2.5,East,4.6,-,0.08,,Overcast,90,05-06-2016 15:35
322,34,11:35 AM,66.2,66.2,100,29.8,3,NE,6.9,-,0.17,,Overcast,40,05-06-2016 15:55
323,35,11:55 AM,66.2,66.2,100,29.79,10,NE,4.6,-,0.23,,Overcast,50,05-06-2016 16:00
324,36,12:00 PM,68,66.2,94,29.78,10,SE,5.8,-,,,Overcast,140,05-06-2016 16:35
325,37,12:35 PM,68,66.2,94,29.78,6,ESE,5.8,-,,,Overcast,120,05-06-2016 16:55
326,38,12:55 PM,68,66.2,94,29.77,5,SSE,5.8,-,,,Overcast,150,05-06-2016 17:00
327,39,1:00 PM,68,66.2,94,29.76,6,SE,3.5,-,,,Overcast,140,05-06-2016 17:35
328,40,1:35 PM,68,66.2,94,29.76,7,South,5.8,-,,,Overcast,170,05-06-2016 17:55
329,41,1:55 PM,68,66.2,94,29.74,7,Calm,Calm,-,,,Overcast,0,05-06-2016 18:00
330,42,2:00 PM,69.8,68,94,29.72,9,SE,3.5,-,,,Overcast,140,05-06-2016 18:35
331,43,2:35 PM,71.6,69.8,94,29.71,10,NNE,3.5,-,,,Overcast,20,05-06-2016 18:55
332,44,2:55 PM,71.6,69.8,94,29.7,10,East,5.8,-,,,Overcast,90,05-06-2016 19:00
333,45,3:00 PM,71.6,68,88,29.69,10,East,4.6,-,,,Mostly Cloudy,90,05-06-2016 19:35
334,46,3:35 PM,73.4,68,83,29.68,10,ESE,3.5,-,,,Overcast,110,05-06-2016 19:55
335,47,3:55 PM,71.6,68,88,29.67,10,SE,4.6,-,,,Overcast,130,05-06-2016 20:00
336,48,4:00 PM,71.6,68,88,29.66,10,SE,6.9,-,,,Overcast,130,05-06-2016 20:35
337,49,4:35 PM,71.6,68,88,29.65,10,ESE,4.6,-,,,Mostly Cloudy,110,05-06-2016 20:55
338,50,4:55 PM,71.6,68,88,29.64,10,ESE,3.5,-,,,Scattered Clouds,120,05-06-2016 21:00
339,51,5:00 PM,71.6,66.2,83,29.63,10,Calm,Calm,-,,,Clear,0,05-06-2016 21:35
340,52,5:35 PM,71.6,68,88,29.62,10,Calm,Calm,-,,,Partly Cloudy,0,05-06-2016 21:55
341,53,5:55 PM,73.4,68,83,29.62,10,Calm,Calm,-,,,Mostly Cloudy,0,05-06-2016 22:00
342,54,6:00 PM,73.4,69.8,88,29.63,10,West,8.1,-,,,Mostly Cloudy,280,05-06-2016 22:35
343,55,6:35 PM,73.4,69.8,88,29.66,10,West,17.3,29.9,,,Overcast,270,05-06-2016 22:55
344,56,6:55 PM,68,66.2,94,29.67,3,WSW,12.7,-,0.31,,Overcast,250,05-06-2016 23:00
345,57,7:00 PM,68,64.4,88,29.64,10,WSW,5.8,-,0.02,,Overcast,240,05-06-2016 23:35
346,58,7:35 PM,68,64.4,88,29.63,10,SW,4.6,-,0.03,,Overcast,220,05-06-2016 23:55
347,59,7:55 PM,66.2,64.4,94,29.66,10,SW,3.5,-,0.06,,Overcast,230,06-06-2016 00:00
348,60,8:00 PM,68,66.2,94,29.66,10,West,6.9,-,0.01,,Scattered Clouds,270,06-06-2016 00:35
349,61,8:35 PM,68,66.2,94,29.66,10,WSW,6.9,-,0.01,,Clear,250,06-06-2016 00:55
350,62,8:55 PM,68,66.2,94,29.66,10,West,4.6,-,0.01,,Clear,260,06-06-2016 01:00
351,63,9:00 PM,68,66.2,94,29.66,10,West,4.6,-,,,Partly Cloudy,280,06-06-2016 01:35
352,64,9:35 PM,68,66.2,94,29.66,10,West,5.8,-,,,Mostly Cloudy,270,06-06-2016 01:55
353,65,9:55 PM,66.2,66.2,100,29.66,10,West,6.9,-,,,Scattered Clouds,270,06-06-2016 02:00
354,66,10:00 PM,66.2,66.2,100,29.66,10,West,6.9,-,,,Clear,270,06-06-2016 02:35
355,67,10:35 PM,66.2,66.2,100,29.66,10,West,5.8,-,,,Clear,270,06-06-2016 02:55
356,68,10:55 PM,66.2,66.2,100,29.67,10,West,6.9,-,,,Clear,260,06-06-2016 03:00
357,69,11:00 PM,66.2,66.2,100,29.67,10,West,8.1,-,,,Clear,270,06-06-2016 03:35
358,70,11:35 PM,66.2,66.2,100,29.67,10,West,4.6,-,,,Partly Cloudy,270,06-06-2016 03:55
359,71,11:55 PM,66.2,64.4,94,29.67,10,West,4.6,-,,,Mostly Cloudy,270,06-06-2016 04:00
360,0,12:00 AM,66.2,64.4,94,29.67,10,West,4.6,-,,,Mostly Cloudy,270,06-06-2016 04:35
361,1,12:35 AM,66.2,66.2,100,29.67,10,West,5.8,-,,,Mostly Cloudy,260,06-06-2016 04:55
362,2,12:55 AM,66.2,66.2,100,29.66,10,West,4.6,-,,,Overcast,270,06-06-2016 05:00
363,3,1:00 AM,66.2,66.2,100,29.66,10,West,4.6,-,,,Overcast,270,06-06-2016 05:35
364,4,1:35 AM,66.2,66.2,100,29.66,10,West,6.9,-,,,Overcast,260,06-06-2016 05:55
365,5,1:55 AM,66.2,66.2,100,29.66,10,West,6.9,-,,,Overcast,270,06-06-2016 06:00
366,6,2:00 AM,66.2,66.2,100,29.66,10,West,5.8,-,,,Overcast,270,06-06-2016 06:35
367,7,2:35 AM,68,66.2,94,29.66,10,West,6.9,-,,,Overcast,270,06-06-2016 06:55
368,8,2:55 AM,68,66.2,94,29.65,10,West,5.8,-,,,Overcast,270,06-06-2016 07:00
369,9,3:00 AM,68,66.2,94,29.65,10,West,5.8,-,,,Overcast,260,06-06-2016 07:35
370,10,3:35 AM,68,66.2,94,29.66,10,West,4.6,-,,,Overcast,270,06-06-2016 07:55
371,11,3:55 AM,66.2,66.2,100,29.66,10,West,5.8,-,,,Overcast,270,06-06-2016 08:00
372,12,4:00 AM,66.2,66.2,100,29.66,10,West,4.6,-,,,Overcast,270,06-06-2016 08:35
373,13,4:35 AM,66.2,66.2,100,29.66,10,West,5.8,-,,,Overcast,260,06-06-2016 08:55
374,14,4:55 AM,66.2,66.2,100,29.66,10,West,4.6,-,,,Overcast,260,06-06-2016 09:00
375,15,5:00 AM,66.2,66.2,100,29.66,10,West,4.6,-,,,Overcast,270,06-06-2016 09:35
376,16,5:35 AM,66.2,66.2,100,29.67,10,West,3.5,-,,,Overcast,280,06-06-2016 09:55
377,17,5:55 AM,66.2,66.2,100,29.67,10,West,4.6,-,,,Overcast,260,06-06-2016 10:00
378,18,6:00 AM,66.2,66.2,100,29.67,10,West,6.9,-,,,Scattered Clouds,270,06-06-2016 10:35
379,19,6:35 AM,66.2,66.2,100,29.67,10,West,8.1,-,,,Scattered Clouds,260,06-06-2016 10:55
380,20,6:55 AM,68,66.2,94,29.68,10,West,9.2,-,,,Mostly Cloudy,270,06-06-2016 11:00
381,21,7:00 AM,68,66.2,94,29.68,10,West,10.4,-,,,Overcast,270,06-06-2016 11:35
382,22,7:35 AM,68,66.2,94,29.69,10,West,10.4,44.9,,,Overcast,270,06-06-2016 11:55
383,23,7:55 AM,68,66.2,94,29.69,10,West,13.8,44.9,,,Mostly Cloudy,260,06-06-2016 12:00
384,24,8:00 AM,68,66.2,94,29.69,10,WSW,8.1,32.2,,,Scattered Clouds,240,06-06-2016 12:35
385,25,8:35 AM,69.8,66.2,88,29.69,10,WSW,8.1,-,,,Scattered Clouds,240,06-06-2016 12:55
386,26,8:55 AM,69.8,64.4,83,29.7,10,West,10.4,-,,,Partly Cloudy,260,06-06-2016 13:00
387,27,9:00 AM,71.6,64.4,78,29.7,10,West,10.4,20.7,,,Scattered Clouds,270,06-06-2016 13:35
388,28,9:35 AM,71.6,64.4,78,29.7,9,West,10.4,18.4,,,Mostly Cloudy,260,06-06-2016 13:55
389,29,9:55 AM,71.6,64.4,78,29.7,10,West,15,21.9,,,Mostly Cloudy,260,06-06-2016 14:00
390,30,10:00 AM,73.4,62.6,69,29.7,10,West,11.5,20.7,,,Mostly Cloudy,260,06-06-2016 14:35
391,31,10:35 AM,75.2,60.8,61,29.7,10,West,11.5,24.2,,,Mostly Cloudy,270,06-06-2016 14:55
392,32,10:55 AM,78.8,60.8,54,29.69,10,West,10.4,16.1,,,Partly Cloudy,260,06-06-2016 15:00
393,33,11:00 AM,78.8,60.8,54,29.7,10,West,12.7,-,,,Scattered Clouds,260,06-06-2016 15:35
394,34,11:35 AM,78.8,59,51,29.7,10,West,11.5,26.5,,,Partly Cloudy,260,06-06-2016 15:55
395,35,11:55 AM,80.6,57.2,45,29.7,10,WSW,11.5,20.7,,,Clear,250,06-06-2016 16:00
396,36,12:00 PM,80.6,57.2,45,29.7,-9999,West,10.4,18.4,,,Clear,260,06-06-2016 16:35
397,37,12:35 PM,80.6,57.2,45,29.69,10,WSW,6.9,49.5,0.01,,Clear,240,06-06-2016 16:55
398,38,12:55 PM,80.6,55.4,42,29.69,10,WSW,8.1,-,0.01,,Clear,250,06-06-2016 17:00
399,39,1:00 PM,80.6,55.4,42,29.68,10,West,21.9,57.5,,,Clear,260,06-06-2016 17:35
400,40,1:35 PM,82.4,53.6,37,29.68,10,West,11.5,23,,,Partly Cloudy,260,06-06-2016 17:55
401,41,1:55 PM,82.4,55.4,39,29.68,10,West,8.1,-,,,Scattered Clouds,260,06-06-2016 18:00
402,42,2:00 PM,82.4,53.6,37,29.67,10,West,10.4,31.1,,,Partly Cloudy,260,06-06-2016 18:35
403,43,2:35 PM,82.4,53.6,37,29.67,10,West,12.7,49.5,,,Clear,280,06-06-2016 18:55
404,44,2:55 PM,82.4,53.6,37,29.67,10,West,15,46,,,Partly Cloudy,260,06-06-2016 19:00
405,45,3:00 PM,82.4,53.6,37,29.67,10,West,10.4,20.7,,,Mostly Cloudy,260,06-06-2016 19:35
406,46,3:35 PM,82.4,55.4,39,29.67,10,West,13.8,19.6,,,Overcast,270,06-06-2016 19:55
407,47,3:55 PM,82.4,55.4,39,29.66,10,West,10.4,21.9,,,Mostly Cloudy,270,06-06-2016 20:00
408,48,4:00 PM,82.4,55.4,39,29.66,10,West,11.5,20.7,,,Mostly Cloudy,270,06-06-2016 20:35
409,49,4:35 PM,82.4,55.4,39,29.66,10,West,11.5,46,,,Mostly Cloudy,260,06-06-2016 20:55
410,50,4:55 PM,82.4,55.4,39,29.65,10,West,11.5,23,,,Mostly Cloudy,270,06-06-2016 21:00
411,51,5:00 PM,82.4,55.4,39,29.64,10,West,17.3,47.2,,,Scattered Clouds,270,06-06-2016 21:35
412,52,5:35 PM,82.4,55.4,39,29.64,10,West,15,48.3,,,Mostly Cloudy,270,06-06-2016 21:55
413,53,5:55 PM,82.4,57.2,42,29.65,10,West,9.2,17.3,,,Mostly Cloudy,270,06-06-2016 22:00
414,54,6:00 PM,82.4,57.2,42,29.64,10,West,12.7,19.6,,,Mostly Cloudy,270,06-06-2016 22:35
415,55,6:35 PM,82.4,57.2,42,29.64,10,West,10.4,-,,,Mostly Cloudy,260,06-06-2016 22:55
416,56,6:55 PM,80.6,57.2,45,29.65,10,West,12.7,17.3,,,Partly Cloudy,270,06-06-2016 23:00
417,57,7:00 PM,80.6,57.2,45,29.65,10,West,13.8,-,,,Clear,270,06-06-2016 23:35
418,58,7:35 PM,80.6,57.2,45,29.65,10,West,10.4,-,,,Clear,260,06-06-2016 23:55
419,59,7:55 PM,80.6,57.2,45,29.66,10,West,10.4,-,,,Clear,260,07-06-2016 00:00
420,60,8:00 PM,78.8,59,51,29.66,10,West,8.1,-,,,Clear,270,07-06-2016 00:35
421,61,8:35 PM,78.8,57.2,47,29.65,10,West,5.8,-,,,Partly Cloudy,260,07-06-2016 00:55
422,62,8:55 PM,78.8,60.8,54,29.66,10,WSW,8.1,-,,,Scattered Clouds,250,07-06-2016 01:00
423,63,9:00 PM,78.8,60.8,54,29.66,10,West,6.9,-,,,Partly Cloudy,260,07-06-2016 01:35
424,64,9:35 PM,78.8,62.6,57,29.66,10,West,6.9,-,,,Mostly Cloudy,260,07-06-2016 01:55
425,65,9:55 PM,78.8,62.6,57,29.66,10,West,6.9,-,,,Partly Cloudy,260,07-06-2016 02:00
426,66,10:00 PM,77,62.6,61,29.66,10,WSW,9.2,-,,,Clear,250,07-06-2016 02:35
427,67,10:35 PM,77,62.6,61,29.66,10,WSW,8.1,-,,,Scattered Clouds,250,07-06-2016 02:55
428,68,10:55 PM,77,62.6,61,29.66,10,West,9.2,-,,,Overcast,260,07-06-2016 03:00
429,69,11:00 PM,77,62.6,61,29.66,10,West,6.9,-,,,Overcast,260,07-06-2016 03:35
430,70,11:35 PM,75.2,62.6,65,29.65,10,West,8.1,-,,,Overcast,280,07-06-2016 03:55
431,71,11:55 PM,75.2,62.6,65,29.64,10,West,9.2,-,,,Scattered Clouds,270,07-06-2016 04:00
432,0,12:00 AM,75.2,62.6,65,29.64,10,West,8.1,-,,,Clear,270,07-06-2016 04:35
433,1,12:35 AM,75.2,62.6,65,29.64,10,West,9.2,-,,,Scattered Clouds,280,07-06-2016 04:55
434,2,12:55 AM,73.4,62.6,69,29.63,10,West,3.5,-,,,Mostly Cloudy,270,07-06-2016 05:00
435,3,1:00 AM,73.4,62.6,69,29.63,10,West,5.8,-,,,Partly Cloudy,280,07-06-2016 05:35
436,4,1:35 AM,73.4,62.6,69,29.62,10,West,6.9,-,,,Clear,270,07-06-2016 05:55
437,5,1:55 AM,73.4,64.4,73,29.62,10,West,6.9,-,,,Clear,280,07-06-2016 06:00
438,6,2:00 AM,73.4,64.4,73,29.62,10,West,3.5,-,,,Clear,270,07-06-2016 06:35
439,7,2:35 AM,73.4,64.4,73,29.61,10,West,3.5,-,,,Clear,270,07-06-2016 06:55
440,8,2:55 AM,73.4,64.4,73,29.6,10,West,4.6,-,,,Clear,280,07-06-2016 07:00
441,9,3:00 AM,73.4,64.4,73,29.6,10,West,3.5,-,,,Clear,260,07-06-2016 07:35
442,10,3:35 AM,73.4,64.4,73,29.59,10,West,4.6,-,,,Clear,280,07-06-2016 07:55
443,11,3:55 AM,73.4,64.4,73,29.58,10,West,3.5,-,,,Clear,280,07-06-2016 08:00
444,12,4:00 AM,71.6,64.4,78,29.58,10,West,4.6,-,,,Clear,260,07-06-2016 08:35
445,13,4:35 AM,71.6,64.4,78,29.59,10,West,4.6,-,,,Clear,280,07-06-2016 08:55
446,14,4:55 AM,71.6,64.4,78,29.59,10,West,4.6,-,,,Clear,280,07-06-2016 09:00
447,15,5:00 AM,71.6,64.4,78,29.58,10,West,4.6,-,,,Clear,270,07-06-2016 09:35
448,16,5:35 AM,71.6,64.4,78,29.58,10,WSW,4.6,-,,,Clear,250,07-06-2016 09:55
449,17,5:55 AM,71.6,64.4,78,29.58,10,West,5.8,-,,,Clear,260,07-06-2016 10:00
450,18,6:00 AM,71.6,64.4,78,29.58,10,SW,3.5,-,,,Clear,230,07-06-2016 10:35
451,19,6:35 AM,71.6,64.4,78,29.58,10,WSW,4.6,-,,,Clear,240,07-06-2016 10:55
452,20,6:55 AM,69.8,64.4,83,29.58,10,South,4.6,-,,,Clear,190,07-06-2016 11:00
453,21,7:00 AM,69.8,64.4,83,29.57,10,SW,3.5,-,,,Clear,230,07-06-2016 11:35
454,22,7:35 AM,69.8,64.4,83,29.58,10,WSW,5.8,-,,,Clear,240,07-06-2016 11:55
455,23,7:55 AM,69.8,64.4,83,29.57,10,WSW,6.9,-,,,Clear,240,07-06-2016 12:00
456,24,8:00 AM,71.6,62.6,73,29.57,10,West,9.2,-,,,Clear,260,07-06-2016 12:35
457,25,8:35 AM,71.6,62.6,73,29.57,10,WSW,6.9,-,,,Clear,240,07-06-2016 12:55
458,26,8:55 AM,73.4,60.8,65,29.57,10,WSW,6.9,-,,,Clear,250,07-06-2016 13:00
459,27,9:00 AM,73.4,62.6,69,29.56,10,WSW,5.8,-,,,Clear,250,07-06-2016 13:35
460,28,9:35 AM,75.2,62.6,65,29.56,6,WSW,6.9,-,,,Clear,240,07-06-2016 13:55
461,29,9:55 AM,75.2,62.6,65,29.55,10,WSW,6.9,-,,,Partly Cloudy,250,07-06-2016 14:00
462,30,10:00 AM,78.8,62.6,57,29.54,10,West,10.4,17.3,,,Clear,270,07-06-2016 14:35
463,31,10:35 AM,80.6,60.8,51,29.53,10,West,11.5,-,,,Clear,260,07-06-2016 14:55
464,32,10:55 AM,80.6,60.8,51,29.53,10,WSW,5.8,18.4,,,Clear,240,07-06-2016 15:00
465,33,11:00 AM,80.6,60.8,51,29.54,10,WSW,9.2,-,,,Clear,250,07-06-2016 15:35
466,34,11:35 AM,82.4,59,45,29.54,10,West,10.4,21.9,,,Clear,260,07-06-2016 15:55
467,35,11:55 AM,82.4,59,45,29.54,10,West,8.1,-,,,Clear,260,07-06-2016 16:00
468,36,12:00 PM,80.6,55.4,42,29.54,10,West,10.4,17.3,,,Clear,260,07-06-2016 16:35
469,37,12:35 PM,82.4,59,45,29.53,10,WSW,4.6,-,,,Clear,250,07-06-2016 16:55
470,38,12:55 PM,82.4,53.6,37,29.52,10,West,9.2,16.1,,,Clear,260,07-06-2016 17:00
471,39,1:00 PM,84.2,50,30,29.51,10,West,8.1,-,,,Clear,270,07-06-2016 17:35
472,40,1:35 PM,84.2,51.8,33,29.5,7,WSW,10.4,18.4,,,Clear,250,07-06-2016 17:55
473,41,1:55 PM,86,51.8,31,29.48,10,West,10.4,24.2,,,Clear,260,07-06-2016 18:00
474,42,2:00 PM,86,48.2,27,29.47,10,West,12.7,19.6,,,Clear,270,07-06-2016 18:35
475,43,2:35 PM,84.2,48.2,29,29.47,10,West,10.4,20.7,,,Clear,260,07-06-2016 18:55
476,44,2:55 PM,86,48.2,27,29.46,10,West,13.8,21.9,,,Clear,260,07-06-2016 19:00
477,45,3:00 PM,84.2,50,30,29.47,10,NNE,3.5,-,,,Scattered Clouds,20,07-06-2016 19:35
478,46,3:35 PM,82.4,48.2,30,29.46,10,Calm,Calm,-,,,Mostly Cloudy,0,07-06-2016 19:55
479,47,3:55 PM,78.8,55.4,44,29.47,10,NNW,6.9,-,,,Overcast,330,07-06-2016 20:00
480,48,4:00 PM,73.4,57.2,57,29.48,9,North,4.6,-,0.01,,Overcast,10,07-06-2016 20:35
481,49,4:35 PM,73.4,57.2,57,29.46,10,WNW,3.5,-,0.01,,Scattered Clouds,290,07-06-2016 20:55
482,50,4:55 PM,75.2,55.4,50,29.46,10,NW,18.4,52.9,0.02,,Clear,310,07-06-2016 21:00
483,51,5:00 PM,75.2,55.4,50,29.47,10,West,9.2,-,,,Clear,270,07-06-2016 21:35
484,52,5:35 PM,75.2,55.4,50,29.47,10,West,11.5,17.3,,,Clear,270,07-06-2016 21:55
485,53,5:55 PM,75.2,57.2,53,29.47,10,West,9.2,-,,,Scattered Clouds,260,07-06-2016 22:00
486,54,6:00 PM,75.2,51.8,44,29.47,10,West,3.5,-,,,Scattered Clouds,270,07-06-2016 22:35
